time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-01 00:00:00+00:00,3,1,33,17
2025-11-02 00:00:00+00:00,2,2,6,6
2025-11-03 00:00:00+00:00,7,7,23,14
2025-11-04 00:00:00+00:00,39,14,118,18
2025-11-05 00:00:00+00:00,11,9,79,29
2025-11-06 00:00:00+00:00,4,4,30,17
2025-11-07 00:00:00+00:00,2,1,36,16
2025-11-08 00:00:00+00:00,4,2,23,10
2025-11-09 00:00:00+00:00,5,4,18,11
2025-11-10 00:00:00+00:00,7,7,16,12
2025-11-11 00:00:00+00:00,3,3,37,25
2025-11-12 00:00:00+00:00,3,3,44,15
2025-11-13 00:00:00+00:00,3,3,22,11
2025-11-14 00:00:00+00:00,2,2,13,10
