time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-21 00:00:00+00:00,1.0,1.0,16,8
2025-04-22 00:00:00+00:00,4.0,3.0,100,19
2025-04-23 00:00:00+00:00,3.0,2.0,70,15
2025-04-24 00:00:00+00:00,1.0,1.0,49,12
2025-04-25 00:00:00+00:00,,,48,10
2025-04-26 00:00:00+00:00,4.0,3.0,21,11
2025-04-27 00:00:00+00:00,,,57,9
2025-04-28 00:00:00+00:00,5.0,5.0,31,10
2025-04-29 00:00:00+00:00,,,54,18
2025-04-30 00:00:00+00:00,2.0,2.0,19,11
2025-05-01 00:00:00+00:00,,,16,7
2025-05-02 00:00:00+00:00,,,62,15
2025-05-03 00:00:00+00:00,2.0,1.0,26,14
2025-05-04 00:00:00+00:00,1.0,1.0,20,10
