time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-14 00:00:00+00:00,22,14,56,30
2026-08-15 00:00:00+00:00,28,11,75,28
2026-08-16 00:00:00+00:00,7,5,17,10
2026-08-17 00:00:00+00:00,7,7,61,32
2026-08-18 00:00:00+00:00,12,9,24,14
2026-08-19 00:00:00+00:00,8,8,41,17
2026-08-20 00:00:00+00:00,6,5,39,27
2026-08-21 00:00:00+00:00,8,7,34,20
2026-08-22 00:00:00+00:00,22,18,20,17
2026-08-23 00:00:00+00:00,257,13,21,17
2026-08-24 00:00:00+00:00,31,11,42,28
2026-08-25 00:00:00+00:00,23,15,69,34
2026-08-26 00:00:00+00:00,40,19,55,27
2026-08-27 00:00:00+00:00,20,10,81,30
